,Min1,Max1,Min2,Max2
Compliance (L/cmh20),0.15,,,
Port,Patient,,,
Left Pressure (cmH20),6,6.5,,
Right Pressure (cmH20),3,3.5,,
Left Volume(L),0.4,0.49,0.4,0.48
Right Volume(L),0.39,0.47,0.4,0.48
Breat Rate (breath/min),15,,,
I:E,1:3,,,
Flow Rate (L/min),10,,,
,,,,
17:47:09.246 -> S-0.01 -3.95 111.02 0.11,,,,
17:47:09.246 -> S-0.01 -3.82 111.02 0.11,,,,
17:47:09.283 -> S-0.01 -3.73 111.02 0.11,,,,
17:47:09.283 -> S-0.01 -3.76 111.02 0.11,,,,
17:47:09.283 -> S-0.01 -3.95 111.02 0.11,,,,
17:47:09.283 -> S-0.01 -4.10 111.02 0.11,,,,
17:47:09.283 -> S-0.01 -4.22 111.02 0.11,,,,
17:47:09.283 -> S-0.01 -4.22 111.02 0.11,,,,
17:47:09.283 -> S-0.01 -4.04 111.02 0.11,,,,
17:47:09.316 -> S-0.01 -3.89 111.02 0.11,,,,
17:47:09.316 -> S-0.01 -3.82 111.02 0.11,,,,
17:47:09.316 -> S-0.01 -3.82 111.02 0.11,,,,
17:47:09.316 -> S-0.01 -3.89 111.02 0.11,,,,
17:47:09.316 -> S-0.01 -4.01 111.02 0.11,,,,
17:47:09.349 -> S-0.01 -4.07 111.02 0.11,,,,
17:47:09.349 -> S-0.01 -3.98 111.02 0.11,,,,
17:47:09.349 -> S-0.01 -3.86 111.02 0.11,,,,
17:47:09.349 -> S-0.01 -3.73 111.02 0.11,,,,
17:47:09.349 -> S-0.01 -3.76 111.02 0.11,,,,
17:47:09.387 -> S-0.01 -3.95 111.02 0.11,,,,
17:47:09.387 -> S-0.01 -4.04 111.02 0.11,,,,
17:47:09.387 -> S-0.01 -4.10 111.02 0.11,,,,
17:47:09.387 -> S-0.01 -4.04 111.02 0.11,,,,
17:47:09.387 -> S-0.01 -3.98 111.02 0.11,,,,
17:47:09.387 -> S-0.01 -3.98 111.02 0.11,,,,
17:47:09.387 -> S-0.01 -4.10 111.02 0.11,,,,
17:47:09.423 -> S-0.01 -4.30 111.02 0.11,,,,
17:47:09.423 -> S-0.01 -4.50 111.02 0.11,,,,
17:47:09.423 -> S-0.01 -4.55 111.02 0.11,,,,
17:47:09.423 -> S-0.01 -4.53 111.02 0.11,,,,
17:47:09.423 -> S-0.01 -4.50 111.02 0.11,,,,
17:47:09.423 -> S-0.01 -4.44 111.02 0.11,,,,
17:47:09.456 -> S-0.01 -4.42 111.02 0.11,,,,
17:47:09.456 -> S-0.01 -4.42 111.02 0.11,,,,
17:47:09.456 -> S-0.01 -4.50 111.02 0.11,,,,
17:47:09.456 -> S-0.01 -4.63 111.02 0.11,,,,
17:47:09.456 -> S-0.02 -4.66 111.02 0.11,,,,
17:47:09.494 -> S-0.01 -4.61 111.02 0.11,,,,
17:47:09.494 -> S-0.01 -4.50 111.02 0.11,,,,
17:47:09.494 -> S-0.01 -4.39 111.02 0.11,,,,
17:47:09.494 -> S-0.01 -4.30 111.02 0.11,,,,
17:47:09.494 -> S-0.01 -4.30 111.02 0.11,,,,
17:47:09.494 -> S-0.01 -4.55 111.02 0.11,,,,
17:47:09.530 -> S-0.02 -4.81 111.02 0.11,,,,
17:47:09.530 -> S-0.02 -4.94 111.02 0.11,,,,
17:47:09.530 -> S-0.02 -4.84 111.02 0.11,,,,
17:47:09.530 -> S-0.01 -4.63 111.02 0.11,,,,
17:47:09.530 -> S-0.01 -4.28 111.02 0.11,,,,
17:47:09.530 -> S-0.01 -3.92 111.02 0.11,,,,
17:47:09.563 -> S-0.01 -3.82 111.02 0.11,,,,
17:47:09.563 -> S-0.01 -3.86 111.02 0.11,,,,
17:47:09.563 -> S-0.01 -3.89 111.02 0.11,,,,
17:47:09.563 -> S-0.01 -3.92 111.02 0.11,,,,
17:47:09.563 -> S-0.01 -4.01 111.02 0.11,,,,
17:47:09.563 -> S-0.01 -4.13 111.02 0.11,,,,
17:47:09.599 -> S-0.01 -4.25 111.02 0.11,,,,
17:47:09.599 -> S-0.01 -4.30 111.02 0.11,,,,
17:47:09.599 -> S-0.01 -4.33 111.02 0.11,,,,
17:47:09.599 -> S-0.01 -4.30 111.02 0.11,,,,
17:47:09.599 -> S-0.01 -4.25 111.02 0.11,,,,
17:47:09.599 -> S-0.01 -4.13 111.02 0.11,,,,
17:47:09.637 -> S-0.01 -3.98 111.02 0.11,,,,
17:47:09.637 -> S-0.01 -3.92 111.02 0.11,,,,
17:47:09.637 -> S-0.01 -3.98 111.02 0.11,,,,
17:47:09.637 -> S-0.01 -4.04 111.02 0.11,,,,
17:47:09.637 -> S-0.01 -4.10 111.02 0.11,,,,
17:47:09.637 -> S-0.01 -4.19 111.02 0.11,,,,
17:47:09.671 -> S-0.01 -4.22 111.02 0.11,,,,
17:47:09.671 -> S-0.01 -4.22 111.02 0.11,,,,
17:47:09.671 -> S-0.01 -4.22 111.02 0.11,,,,
17:47:09.671 -> S-0.01 -4.13 111.02 0.11,,,,
17:47:09.671 -> S-0.01 -4.04 111.02 0.11,,,,
17:47:09.671 -> S-0.01 -4.07 111.02 0.11,,,,
17:47:09.707 -> S-0.01 -4.16 111.02 0.11,,,,
17:47:09.707 -> S-0.01 -4.22 111.02 0.11,,,,
17:47:09.707 -> S-0.01 -4.13 111.02 0.11,,,,
17:47:09.707 -> S-0.01 -4.04 111.02 0.11,,,,
17:47:09.707 -> S-0.01 -4.04 111.02 0.11,,,,
17:47:09.707 -> S-0.01 -4.07 111.02 0.11,,,,
17:47:09.740 -> S-0.01 -4.04 111.02 0.11,,,,
17:47:09.740 -> S-0.01 -4.22 111.02 0.11,,,,
17:47:09.740 -> S-0.01 -4.42 111.02 0.11,,,,
17:47:09.740 -> S-0.01 -4.28 111.02 0.11,,,,
17:47:09.740 -> S-0.01 -4.22 111.02 0.11,,,,
17:47:09.774 -> S-0.01 -4.16 111.02 0.11,,,,
17:47:09.774 -> S-0.01 -4.13 111.02 0.11,,,,
17:47:09.774 -> S-0.01 -4.19 111.02 0.11,,,,
17:47:09.774 -> S-0.01 -4.01 111.02 0.11,,,,
17:47:09.774 -> S-0.01 -3.89 111.02 0.11,,,,
17:47:09.774 -> S-0.01 -3.92 111.02 0.11,,,,
17:47:09.809 -> S-0.01 -4.01 111.02 0.11,,,,
17:47:09.809 -> S-0.01 -4.16 111.02 0.11,,,,
17:47:09.809 -> S-0.01 -4.28 111.02 0.11,,,,
17:47:09.809 -> S-0.01 -4.39 111.02 0.11,,,,
17:47:09.809 -> S-0.01 -4.44 111.02 0.11,,,,
17:47:09.809 -> S-0.01 -4.44 111.02 0.11,,,,
17:47:09.809 -> S-0.01 -4.42 111.02 0.11,,,,
17:47:09.845 -> S-0.01 -4.30 111.02 0.11,,,,
17:47:09.845 -> S-0.01 -4.19 111.02 0.11,,,,
17:47:09.845 -> S-0.01 -4.10 111.02 0.11,,,,
17:47:09.845 -> S-0.01 -3.98 111.02 0.11,,,,
17:47:09.845 -> S-0.01 -3.86 111.02 0.11,,,,
17:47:09.883 -> S-0.01 -3.86 111.02 0.11,,,,
17:47:09.883 -> S-0.01 -3.82 111.02 0.11,,,,
17:47:09.883 -> S-0.01 -3.76 111.02 0.11,,,,
17:47:09.883 -> S-0.01 -3.79 111.02 0.11,,,,
17:47:09.883 -> S-0.01 -3.86 111.02 0.11,,,,
17:47:09.883 -> S-0.01 -3.92 111.02 0.11,,,,
17:47:09.918 -> S-0.01 -3.92 111.02 0.11,,,,
17:47:09.918 -> S-0.01 -3.95 111.02 0.11,,,,
17:47:09.918 -> S-0.01 -4.01 111.02 0.11,,,,
17:47:09.918 -> S-0.01 -4.10 111.02 0.11,,,,
17:47:09.918 -> S-0.01 -4.07 111.02 0.11,,,,
17:47:09.918 -> S-0.01 -4.04 111.02 0.11,,,,
17:47:09.955 -> S-0.01 -4.01 111.02 0.11,,,,
17:47:09.955 -> S-0.01 -3.95 111.02 0.11,,,,
17:47:09.955 -> S-0.01 -3.89 111.02 0.11,,,,
17:47:09.955 -> S-0.01 -3.82 111.02 0.11,,,,
17:47:09.955 -> S-0.01 -3.82 111.02 0.11,,,,
17:47:09.955 -> S-0.01 -3.79 111.02 0.11,,,,
17:47:09.988 -> S-0.01 -3.76 111.02 0.11,,,,
17:47:09.988 -> S-0.01 -3.79 111.02 0.11,,,,
17:47:09.988 -> S-0.01 -3.73 111.02 0.11,,,,
17:47:09.988 -> S-0.01 -3.73 111.02 0.11,,,,
17:47:09.988 -> S-0.01 -3.76 111.02 0.11,,,,
17:47:09.988 -> S-0.01 -3.86 111.02 0.11,,,,
17:47:10.021 -> S-0.01 -3.95 111.02 0.11,,,,
17:47:10.021 -> S-0.01 -3.89 111.02 0.11,,,,
17:47:10.021 -> S-0.01 -3.73 111.02 0.11,,,,
17:47:10.021 -> S-0.01 -3.66 111.02 0.11,,,,
17:47:10.021 -> S-0.01 -3.56 111.02 0.11,,,,
17:47:10.056 -> S-0.01 -3.49 111.02 0.11,,,,
17:47:10.056 -> S-0.01 -3.49 111.02 0.11,,,,
17:47:10.056 -> S-0.01 -3.56 111.02 0.11,,,,
17:47:10.056 -> S-0.01 -3.63 111.02 0.11,,,,
17:47:10.056 -> S-0.01 -3.56 111.02 0.11,,,,
17:47:10.056 -> S-0.01 -3.56 111.02 0.11,,,,
17:47:10.056 -> S-0.01 -3.66 111.02 0.11,,,,
17:47:10.090 -> S-0.01 -3.76 111.02 0.11,,,,
17:47:10.090 -> S-0.01 -3.53 111.02 0.11,,,,
17:47:10.090 -> S-0.01 -3.12 111.02 0.11,,,,
17:47:10.090 -> S-0.01 -2.96 111.02 0.11,,,,
17:47:10.090 -> S-0.01 -3.16 111.02 0.11,,,,
17:47:10.124 -> S-0.01 -3.53 111.02 0.11,,,,
17:47:10.124 -> S-0.01 -3.73 111.02 0.11,,,,
17:47:10.124 -> S-0.01 -3.73 111.02 0.11,,,,
17:47:10.124 -> S-0.01 -3.53 111.02 0.11,,,,
17:47:10.124 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.158 -> S-0.01 -3.24 111.02 0.11,,,,
17:47:10.158 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.158 -> S-0.01 -3.39 111.02 0.11,,,,
17:47:10.158 -> S-0.01 -3.35 111.02 0.11,,,,
17:47:10.158 -> S-0.01 -3.24 111.02 0.11,,,,
17:47:10.158 -> S-0.01 -3.24 111.02 0.11,,,,
17:47:10.158 -> S-0.01 -3.31 111.02 0.11,,,,
17:47:10.195 -> S-0.01 -3.39 111.02 0.11,,,,
17:47:10.195 -> S-0.01 -3.39 111.02 0.11,,,,
17:47:10.195 -> S-0.01 -3.35 111.02 0.11,,,,
17:47:10.195 -> S-0.01 -3.39 111.02 0.11,,,,
17:47:10.195 -> S-0.01 -3.46 111.02 0.11,,,,
17:47:10.195 -> S-0.01 -3.42 111.02 0.11,,,,
17:47:10.233 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.233 -> S-0.01 -3.08 111.02 0.11,,,,
17:47:10.233 -> S-0.01 -3.00 111.02 0.11,,,,
17:47:10.233 -> S-0.01 -3.08 111.02 0.11,,,,
17:47:10.233 -> S-0.01 -3.31 111.02 0.11,,,,
17:47:10.233 -> S-0.01 -3.49 111.02 0.11,,,,
17:47:10.266 -> S-0.01 -3.49 111.02 0.11,,,,
17:47:10.266 -> S-0.01 -3.35 111.02 0.11,,,,
17:47:10.266 -> S-0.01 -3.16 111.02 0.11,,,,
17:47:10.266 -> S-0.01 -3.08 111.02 0.11,,,,
17:47:10.266 -> S-0.01 -3.12 111.02 0.11,,,,
17:47:10.302 -> S-0.01 -3.31 111.02 0.11,,,,
17:47:10.302 -> S-0.01 -3.49 111.02 0.11,,,,
17:47:10.302 -> S-0.01 -3.53 111.02 0.11,,,,
17:47:10.302 -> S-0.01 -3.39 111.02 0.11,,,,
17:47:10.302 -> S-0.01 -3.16 111.02 0.11,,,,
17:47:10.302 -> S-0.01 -3.04 111.02 0.11,,,,
17:47:10.337 -> S-0.01 -3.08 111.02 0.11,,,,
17:47:10.337 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.337 -> S-0.01 -3.46 111.02 0.11,,,,
17:47:10.337 -> S-0.01 -3.46 111.02 0.11,,,,
17:47:10.337 -> S-0.01 -3.39 111.02 0.11,,,,
17:47:10.337 -> S-0.01 -3.31 111.02 0.11,,,,
17:47:10.337 -> S-0.01 -3.24 111.02 0.11,,,,
17:47:10.372 -> S-0.01 -3.24 111.02 0.11,,,,
17:47:10.372 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.372 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.372 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.372 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.405 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.405 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.405 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.405 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.405 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.405 -> S-0.01 -3.31 111.02 0.11,,,,
17:47:10.439 -> S-0.01 -3.35 111.02 0.11,,,,
17:47:10.439 -> S-0.01 -3.42 111.02 0.11,,,,
17:47:10.439 -> S-0.01 -3.42 111.02 0.11,,,,
17:47:10.439 -> S-0.01 -3.35 111.02 0.11,,,,
17:47:10.439 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.472 -> S-0.01 -3.12 111.02 0.11,,,,
17:47:10.472 -> S-0.01 -3.16 111.02 0.11,,,,
17:47:10.472 -> S-0.01 -3.24 111.02 0.11,,,,
17:47:10.472 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.472 -> S-0.01 -3.24 111.02 0.11,,,,
17:47:10.472 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.509 -> S-0.01 -3.16 111.02 0.11,,,,
17:47:10.509 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.509 -> S-0.01 -3.35 111.02 0.11,,,,
17:47:10.509 -> S-0.01 -3.42 111.02 0.11,,,,
17:47:10.509 -> S-0.01 -3.39 111.02 0.11,,,,
17:47:10.509 -> S-0.01 -3.31 111.02 0.11,,,,
17:47:10.546 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.546 -> S-0.01 -3.12 111.02 0.11,,,,
17:47:10.546 -> S-0.01 -3.04 111.02 0.11,,,,
17:47:10.546 -> S-0.01 -3.04 111.02 0.11,,,,
17:47:10.546 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.546 -> S-0.01 -3.35 111.02 0.11,,,,
17:47:10.579 -> S-0.01 -3.42 111.02 0.11,,,,
17:47:10.579 -> S-0.01 -3.31 111.02 0.11,,,,
17:47:10.579 -> S-0.01 -3.16 111.02 0.11,,,,
17:47:10.579 -> S-0.01 -3.04 111.02 0.11,,,,
17:47:10.579 -> S-0.01 -3.08 111.02 0.11,,,,
17:47:10.612 -> S-0.01 -3.20 111.02 0.11,,,,
17:47:10.612 -> S-0.01 -3.42 111.02 0.11,,,,
17:47:10.612 -> S-0.01 -3.53 111.02 0.11,,,,
17:47:10.612 -> S-0.01 -3.49 111.02 0.11,,,,
17:47:10.612 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.612 -> S-0.01 -3.08 111.02 0.11,,,,
17:47:10.646 -> S-0.01 -3.08 111.02 0.11,,,,
17:47:10.646 -> S-0.01 -3.24 111.02 0.11,,,,
17:47:10.646 -> S-0.01 -3.53 111.02 0.11,,,,
17:47:10.646 -> S-0.01 -3.63 111.02 0.11,,,,
17:47:10.646 -> S-0.01 -3.56 111.02 0.11,,,,
17:47:10.683 -> S-0.01 -3.42 111.02 0.11,,,,
17:47:10.683 -> S-0.01 -3.28 111.02 0.11,,,,
17:47:10.683 -> S0.02 5.76 111.02 0.11,,,,
17:47:10.683 -> S0.08 10.82 111.02 0.11,,,,
17:47:10.683 -> S0.14 14.00 111.02 0.11,,,,
17:47:10.683 -> S0.18 15.86 111.02 0.11,,,,
17:47:10.683 -> S0.16 15.13 111.02 0.11,,,,
17:47:10.716 -> S0.14 14.17 111.02 0.11,,,,
17:47:10.716 -> S0.12 13.06 111.02 0.11,,,,
17:47:10.716 -> S0.10 11.87 111.02 0.11,,,,
17:47:10.716 -> S0.09 11.24 111.02 0.11,,,,
17:47:10.716 -> S0.07 10.37 111.02 0.11,,,,
17:47:10.751 -> S0.07 9.88 111.02 0.11,,,,
17:47:10.751 -> S0.06 9.41 111.02 0.11,,,,
17:47:10.751 -> S0.07 10.10 111.02 0.11,,,,
17:47:10.751 -> S0.08 10.96 111.02 0.11,,,,
17:47:10.751 -> S0.10 11.79 111.02 0.11,,,,
17:47:10.751 -> S0.10 11.96 111.02 0.11,,,,
17:47:10.788 -> S0.10 12.22 111.02 0.11,,,,
17:47:10.788 -> S0.10 12.23 111.02 0.11,,,,
17:47:10.788 -> S0.10 11.89 111.02 0.11,,,,
17:47:10.788 -> S0.09 11.66 111.02 0.11,,,,
17:47:10.788 -> S0.09 11.37 111.02 0.11,,,,
17:47:10.788 -> S0.08 10.92 111.02 0.11,,,,
17:47:10.788 -> S0.08 10.84 111.02 0.11,,,,
17:47:10.822 -> S0.08 10.76 111.02 0.11,,,,
17:47:10.822 -> S0.08 10.99 111.02 0.11,,,,
17:47:10.822 -> S0.09 11.40 111.02 0.11,,,,
17:47:10.822 -> S0.10 11.88 111.02 0.11,,,,
17:47:10.822 -> S0.10 11.99 111.02 0.11,,,,
17:47:10.856 -> S0.10 11.96 111.02 0.11,,,,
17:47:10.856 -> S0.10 11.72 111.02 0.11,,,,
17:47:10.856 -> S0.09 11.31 111.02 0.11,,,,
17:47:10.856 -> S0.09 11.17 111.02 0.11,,,,
17:47:10.856 -> S0.08 10.92 111.02 0.11,,,,
17:47:10.856 -> S0.08 10.71 111.02 0.11,,,,
17:47:10.890 -> S0.08 10.85 111.02 0.11,,,,
17:47:10.890 -> S0.09 11.42 111.02 0.11,,,,
17:47:10.890 -> S0.10 11.76 111.02 0.11,,,,
17:47:10.890 -> S0.10 11.83 111.02 0.11,,,,
17:47:10.890 -> S0.10 11.79 111.02 0.11,,,,
17:47:10.890 -> S0.10 11.70 111.02 0.11,,,,
17:47:10.927 -> S0.09 11.42 111.02 0.11,,,,
17:47:10.927 -> S0.09 11.12 111.02 0.11,,,,
17:47:10.927 -> S0.09 11.17 111.02 0.11,,,,
17:47:10.927 -> S0.09 11.46 111.02 0.11,,,,
17:47:10.927 -> S0.09 11.27 111.02 0.11,,,,
17:47:10.961 -> S0.09 11.29 111.02 0.11,,,,
17:47:10.961 -> S0.09 11.33 111.02 0.11,,,,
17:47:10.961 -> S0.09 11.18 111.02 0.11,,,,
17:47:10.961 -> S0.09 11.29 111.02 0.11,,,,
17:47:10.961 -> S0.09 11.58 111.02 0.11,,,,
17:47:10.961 -> S0.10 11.73 111.02 0.11,,,,
17:47:10.997 -> S0.09 11.44 111.02 0.11,,,,
17:47:10.997 -> S0.09 11.21 111.02 0.11,,,,
17:47:10.997 -> S0.09 11.23 111.02 0.11,,,,
17:47:10.997 -> S0.09 11.13 111.02 0.11,,,,
17:47:10.997 -> S0.09 11.20 111.02 0.11,,,,
17:47:10.997 -> S0.09 11.16 111.02 0.11,,,,
17:47:11.033 -> S0.09 11.41 111.02 0.11,,,,
17:47:11.033 -> S0.09 11.51 111.02 0.11,,,,
17:47:11.033 -> S0.09 11.38 111.02 0.11,,,,
17:47:11.033 -> S0.09 11.34 111.02 0.11,,,,
17:47:11.033 -> S0.09 11.41 111.02 0.11,,,,
17:47:11.033 -> S0.09 11.45 111.02 0.11,,,,
17:47:11.066 -> S0.10 11.73 111.02 0.11,,,,
17:47:11.066 -> S0.09 11.51 111.02 0.11,,,,
17:47:11.066 -> S0.09 11.22 111.02 0.11,,,,
17:47:11.066 -> S0.09 11.38 111.02 0.11,,,,
17:47:11.066 -> S0.09 11.24 111.02 0.11,,,,
17:47:11.066 -> S0.09 11.43 111.02 0.11,,,,
17:47:11.102 -> S0.09 11.52 111.02 0.11,,,,
17:47:11.102 -> S0.09 11.34 111.02 0.11,,,,
17:47:11.102 -> S0.09 11.55 111.02 0.11,,,,
17:47:11.102 -> S0.09 11.41 111.02 0.11,,,,
17:47:11.102 -> S0.09 11.25 111.02 0.11,,,,
17:47:11.102 -> S0.09 11.31 111.02 0.11,,,,
17:47:11.138 -> S0.09 11.31 111.02 0.11,,,,
17:47:11.138 -> S0.09 11.29 111.02 0.11,,,,
17:47:11.138 -> S0.09 11.27 111.02 0.11,,,,
17:47:11.138 -> S0.09 11.27 111.02 0.11,,,,
17:47:11.138 -> S0.09 11.28 111.02 0.11,,,,
17:47:11.138 -> S0.09 11.31 111.02 0.11,,,,
17:47:11.176 -> S0.09 11.24 111.02 0.11,,,,
17:47:11.176 -> S0.09 11.12 111.02 0.11,,,,
17:47:11.176 -> S0.09 11.20 111.02 0.11,,,,
17:47:11.176 -> S0.09 11.20 111.02 0.11,,,,
17:47:11.176 -> S0.09 11.09 111.02 0.11,,,,
17:47:11.176 -> S0.09 11.35 111.02 0.11,,,,
17:47:11.212 -> S0.09 11.58 111.02 0.11,,,,
17:47:11.212 -> S0.09 11.30 111.02 0.11,,,,
17:47:11.212 -> S0.09 11.14 111.02 0.11,,,,
17:47:11.212 -> S0.09 11.13 111.02 0.11,,,,
17:47:11.212 -> S0.09 11.05 111.02 0.11,,,,
17:47:11.212 -> S0.08 11.03 111.02 0.11,,,,
17:47:11.246 -> S0.09 11.23 111.02 0.11,,,,
17:47:11.246 -> S0.09 11.22 111.02 0.11,,,,
17:47:11.246 -> S0.09 11.30 111.02 0.11,,,,
17:47:11.246 -> S0.09 11.45 111.02 0.11,,,,
17:47:11.246 -> S0.09 11.52 111.02 0.11,,,,
17:47:11.283 -> S0.09 11.36 111.02 0.11,,,,
17:47:11.283 -> S0.09 11.11 111.02 0.11,,,,
17:47:11.283 -> S0.09 11.18 111.02 0.11,,,,
17:47:11.283 -> S0.09 11.55 111.02 0.11,,,,
17:47:11.283 -> S0.09 11.50 111.02 0.11,,,,
17:47:11.283 -> S0.09 11.55 111.02 0.11,,,,
17:47:11.283 -> S0.09 11.43 111.02 0.11,,,,
17:47:11.317 -> S0.09 11.18 111.02 0.11,,,,
17:47:11.317 -> S0.09 11.16 111.02 0.11,,,,
17:47:11.317 -> S0.08 11.03 111.02 0.11,,,,
17:47:11.317 -> S0.08 10.93 111.02 0.11,,,,
17:47:11.317 -> S0.09 11.20 111.02 0.11,,,,
17:47:11.317 -> S0.09 11.44 111.02 0.11,,,,
17:47:11.353 -> S0.09 11.42 111.02 0.11,,,,
17:47:11.353 -> S0.09 11.47 111.02 0.11,,,,
17:47:11.353 -> S0.09 11.15 111.02 0.11,,,,
17:47:11.353 -> S0.09 11.17 111.02 0.11,,,,
17:47:11.353 -> S0.09 11.13 111.02 0.11,,,,
17:47:11.387 -> S0.09 11.27 111.02 0.11,,,,
17:47:11.387 -> S0.09 11.41 111.02 0.11,,,,
17:47:11.387 -> S0.09 11.42 111.02 0.11,,,,
17:47:11.387 -> S0.09 11.53 111.02 0.11,,,,
17:47:11.387 -> S0.09 11.29 111.02 0.11,,,,
17:47:11.387 -> S0.09 11.44 111.02 0.11,,,,
17:47:11.421 -> S0.09 11.46 111.02 0.11,,,,
17:47:11.421 -> S0.09 11.28 111.02 0.11,,,,
17:47:11.421 -> S0.09 11.29 111.02 0.11,,,,
17:47:11.421 -> S0.09 11.53 111.02 0.11,,,,
17:47:11.421 -> S0.09 11.63 111.02 0.11,,,,
17:47:11.421 -> S0.10 11.69 111.02 0.11,,,,
17:47:11.455 -> S0.09 11.52 111.02 0.11,,,,
17:47:11.455 -> S0.09 11.52 111.02 0.11,,,,
17:47:11.455 -> S0.09 11.62 111.02 0.11,,,,
17:47:11.455 -> S0.09 11.31 111.02 0.11,,,,
17:47:11.455 -> S0.09 11.31 111.02 0.11,,,,
17:47:11.488 -> S0.09 11.36 111.02 0.11,,,,
17:47:11.488 -> S0.09 11.15 111.02 0.11,,,,
17:47:11.488 -> S0.09 11.41 111.02 0.11,,,,
17:47:11.488 -> S0.09 11.37 111.02 0.11,,,,
17:47:11.488 -> S0.09 11.44 111.02 0.11,,,,
17:47:11.488 -> S0.10 11.87 111.02 0.11,,,,
17:47:11.524 -> S0.09 11.58 111.02 0.11,,,,
17:47:11.524 -> S0.09 11.22 111.02 0.11,,,,
17:47:11.524 -> S0.09 11.43 111.02 0.11,,,,
17:47:11.524 -> S0.09 11.22 111.02 0.11,,,,
17:47:11.524 -> S0.09 11.24 111.02 0.11,,,,
17:47:11.524 -> S0.09 11.33 111.02 0.11,,,,
17:47:11.561 -> S0.09 11.34 111.02 0.11,,,,
17:47:11.561 -> S0.09 11.31 111.02 0.11,,,,
17:47:11.561 -> S0.09 11.47 111.02 0.11,,,,
17:47:11.561 -> S0.09 11.29 111.02 0.11,,,,
17:47:11.561 -> S0.09 11.29 111.02 0.11,,,,
17:47:11.561 -> S0.09 11.54 111.02 0.11,,,,
17:47:11.596 -> S0.09 11.63 111.02 0.11,,,,
17:47:11.596 -> S0.09 11.49 111.02 0.11,,,,
17:47:11.596 -> S0.09 11.35 111.02 0.11,,,,
17:47:11.596 -> S0.09 11.46 111.02 0.11,,,,
17:47:11.596 -> S0.09 11.55 111.02 0.11,,,,
17:47:11.596 -> S0.09 11.43 111.02 0.11,,,,
17:47:11.634 -> S0.09 11.22 111.02 0.11,,,,
17:47:11.634 -> S0.09 11.28 111.02 0.11,,,,
17:47:11.634 -> S0.09 11.24 111.02 0.11,,,,
17:47:11.634 -> S0.09 11.44 111.02 0.11,,,,
17:47:11.634 -> S0.09 11.40 111.02 0.11,,,,
17:47:11.634 -> S0.09 11.43 111.02 0.11,,,,
17:47:11.671 -> S0.09 11.38 111.02 0.11,,,,
17:47:11.671 -> S0.09 11.33 111.02 0.11,,,,
17:47:11.671 -> S0.09 11.58 111.02 0.11,,,,
17:47:11.671 -> S0.09 11.28 111.02 0.11,,,,
17:47:11.671 -> S0.00 2.52 111.02 0.11,,,,
17:47:11.671 -> S-0.04 -7.14 158.32 0.27,,,,
17:47:11.705 -> S-0.05 -8.76 158.32 0.27,,,,
17:47:11.705 -> S-0.05 -8.34 158.32 0.27,,,,
17:47:11.705 -> S-0.04 -7.63 158.32 0.27,,,,
17:47:11.705 -> S-0.03 -6.46 158.32 0.27,,,,
17:47:11.705 -> S-0.02 -5.18 158.32 0.27,,,,
17:47:11.705 -> S-0.01 -3.31 158.32 0.27,,,,
17:47:11.742 -> S-0.00 -0.99 158.32 0.27,,,,
17:47:11.742 -> S-0.00 -1.91 158.32 0.27,,,,
17:47:11.742 -> S-0.01 -3.63 158.32 0.27,,,,
17:47:11.742 -> S-0.01 -4.07 158.32 0.27,,,,
17:47:11.742 -> S-0.01 -4.42 158.32 0.27,,,,
17:47:11.742 -> S-0.02 -4.81 158.32 0.27,,,,
17:47:11.780 -> S-0.02 -5.39 158.32 0.27,,,,
17:47:11.780 -> S-0.02 -5.69 158.32 0.27,,,,
17:47:11.780 -> S-0.02 -5.67 158.32 0.27,,,,
17:47:11.780 -> S-0.02 -5.48 158.32 0.27,,,,
17:47:11.780 -> S-0.02 -5.18 158.32 0.27,,,,
17:47:11.780 -> S-0.02 -4.84 158.32 0.27,,,,
17:47:11.816 -> S-0.01 -4.28 158.32 0.27,,,,
17:47:11.816 -> S-0.01 -3.76 158.32 0.27,,,,
17:47:11.816 -> S-0.01 -3.82 158.32 0.27,,,,
17:47:11.816 -> S-0.01 -4.44 158.32 0.27,,,,
