,Min1,Max1,Min2,Max2
17:44:16.888 -> S-0.01 -2.88 153.84 2.30,,,,
17:44:16.888 -> S-0.01 -2.88 153.84 2.30,,,,
17:44:16.888 -> S-0.01 -2.88 153.84 2.30,,,,
17:44:16.925 -> S-0.01 -2.88 153.84 2.30,,,,
17:44:16.925 -> S-0.01 -2.88 153.84 2.30,,,,
17:44:16.925 -> S-0.01 -2.88 153.84 2.30,,,,
17:44:16.925 -> S-0.01 -2.88 153.84 2.30,,,,
17:44:16.925 -> S-0.01 -2.84 153.84 2.30,,,,
17:44:16.925 -> S-0.01 -2.79 153.84 2.30,,,,
17:44:16.961 -> S-0.01 -2.70 153.84 2.30,,,,
17:44:16.961 -> S-0.00 -2.66 153.84 2.30,,,,
17:44:16.961 -> S-0.00 -2.66 153.84 2.30,,,,
17:44:16.961 -> S-0.01 -2.70 153.84 2.30,,,,
17:44:16.961 -> S-0.01 -2.75 153.84 2.30,,,,
17:44:16.961 -> S-0.01 -2.75 153.84 2.30,,,,
17:44:16.994 -> S-0.01 -2.70 153.84 2.30,,,,
17:44:16.994 -> S-0.00 -2.66 153.84 2.30,,,,
17:44:16.994 -> S-0.00 -2.61 153.84 2.30,,,,
17:44:16.994 -> S-0.00 -2.61 153.84 2.30,,,,
17:44:16.994 -> S-0.00 -2.61 153.84 2.30,,,,
17:44:16.994 -> S-0.00 -2.57 153.84 2.30,,,,
17:44:17.030 -> S-0.00 -2.57 153.84 2.30,,,,
17:44:17.030 -> S-0.00 -2.52 153.84 2.30,,,,
17:44:17.030 -> S-0.00 -2.57 153.84 2.30,,,,
17:44:17.030 -> S-0.00 -2.66 153.84 2.30,,,,
17:44:17.030 -> S-0.01 -2.70 153.84 2.30,,,,
17:44:17.064 -> S-0.00 -2.66 153.84 2.30,,,,
17:44:17.064 -> S-0.00 -2.47 153.84 2.30,,,,
17:44:17.064 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.064 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.064 -> S-0.00 -2.42 153.84 2.30,,,,
17:44:17.064 -> S-0.00 -2.57 153.84 2.30,,,,
17:44:17.098 -> S-0.00 -2.66 153.84 2.30,,,,
17:44:17.098 -> S-0.00 -2.61 153.84 2.30,,,,
17:44:17.098 -> S-0.00 -2.52 153.84 2.30,,,,
17:44:17.098 -> S-0.00 -2.42 153.84 2.30,,,,
17:44:17.098 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.098 -> S-0.00 -2.26 153.84 2.30,,,,
17:44:17.131 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.131 -> S-0.00 -2.42 153.84 2.30,,,,
17:44:17.131 -> S-0.00 -2.47 153.84 2.30,,,,
17:44:17.131 -> S-0.00 -2.42 153.84 2.30,,,,
17:44:17.131 -> S-0.00 -2.37 153.84 2.30,,,,
17:44:17.165 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.165 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.165 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.165 -> S-0.00 -2.26 153.84 2.30,,,,
17:44:17.165 -> S-0.00 -2.26 153.84 2.30,,,,
17:44:17.165 -> S-0.00 -2.26 153.84 2.30,,,,
17:44:17.202 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.202 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.202 -> S-0.00 -2.37 153.84 2.30,,,,
17:44:17.202 -> S-0.00 -2.32 153.84 2.30,,,,
17:44:17.202 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.202 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.239 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.239 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.239 -> S-0.00 -2.26 153.84 2.30,,,,
17:44:17.239 -> S-0.00 -2.26 153.84 2.30,,,,
17:44:17.239 -> S-0.00 -2.26 153.84 2.30,,,,
17:44:17.239 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.239 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.276 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.276 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.276 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.276 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.276 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.276 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.310 -> S-0.00 -2.26 153.84 2.30,,,,
17:44:17.310 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.310 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.310 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.310 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.347 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.347 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.347 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.347 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.347 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.347 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.381 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.381 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.381 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.381 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.381 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.381 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.416 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.416 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.416 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.416 -> S-0.00 -2.21 153.84 2.30,,,,
17:44:17.416 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.452 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.452 -> S-0.00 -1.85 153.84 2.30,,,,
17:44:17.452 -> S-0.00 -1.85 153.84 2.30,,,,
17:44:17.452 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.452 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.452 -> S-0.00 -2.15 153.84 2.30,,,,
17:44:17.489 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.489 -> S-0.00 -2.10 153.84 2.30,,,,
17:44:17.489 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.489 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.489 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.489 -> S-0.00 -1.91 153.84 2.30,,,,
17:44:17.489 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.523 -> S-0.00 -1.91 153.84 2.30,,,,
17:44:17.523 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.523 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.523 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.523 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.523 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.559 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.559 -> S-0.00 -1.91 153.84 2.30,,,,
17:44:17.559 -> S-0.00 -1.91 153.84 2.30,,,,
17:44:17.559 -> S-0.00 -1.85 153.84 2.30,,,,
17:44:17.559 -> S-0.00 -1.91 153.84 2.30,,,,
17:44:17.559 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.596 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.596 -> S-0.00 -1.91 153.84 2.30,,,,
17:44:17.596 -> S-0.00 -1.85 153.84 2.30,,,,
17:44:17.596 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.596 -> S-0.00 -1.85 153.84 2.30,,,,
17:44:17.630 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.630 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.630 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.630 -> S-0.00 -1.91 153.84 2.30,,,,
17:44:17.630 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.630 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.630 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.668 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.668 -> S-0.00 -1.91 153.84 2.30,,,,
17:44:17.668 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.668 -> S-0.00 -2.04 153.84 2.30,,,,
17:44:17.668 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.668 -> S-0.00 -1.85 153.84 2.30,,,,
17:44:17.706 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.706 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.706 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.706 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.706 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.706 -> S-0.00 -1.91 153.84 2.30,,,,
17:44:17.743 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.743 -> S-0.00 -1.98 153.84 2.30,,,,
17:44:17.743 -> S-0.00 -1.85 153.84 2.30,,,,
17:44:17.743 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.743 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:17.743 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.743 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.780 -> S-0.00 -1.85 153.84 2.30,,,,
17:44:17.780 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.780 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.780 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.780 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.813 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.813 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.813 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.813 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.813 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.813 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.847 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.847 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.847 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.847 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.847 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:17.847 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.882 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:17.882 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:17.882 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:17.882 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.882 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.919 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.919 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.919 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.919 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.919 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.919 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.919 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.953 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.953 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.953 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:17.953 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:17.953 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:17.988 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.988 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.988 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:17.988 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:17.988 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.022 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.022 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.022 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.022 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:18.022 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:18.022 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:18.058 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.058 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.058 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.058 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.058 -> S-0.00 -1.31 153.84 2.30,,,,
17:44:18.058 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.058 -> S-0.00 -1.71 153.84 2.30,,,,
17:44:18.095 -> S-0.00 -1.78 153.84 2.30,,,,
17:44:18.095 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.095 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.095 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.095 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.095 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.131 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.131 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.131 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.131 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.131 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.131 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.166 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.166 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.166 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.166 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.166 -> S-0.00 -1.31 153.84 2.30,,,,
17:44:18.166 -> S-0.00 -1.31 153.84 2.30,,,,
17:44:18.202 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.202 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:18.202 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.202 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.202 -> S-0.00 -1.31 153.84 2.30,,,,
17:44:18.202 -> S-0.00 -1.21 153.84 2.30,,,,
17:44:18.239 -> S-0.00 -1.10 153.84 2.30,,,,
17:44:18.239 -> S-0.00 -1.21 153.84 2.30,,,,
17:44:18.239 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.239 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.239 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:18.239 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.273 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.273 -> S-0.00 -1.21 153.84 2.30,,,,
17:44:18.273 -> S-0.00 -1.10 153.84 2.30,,,,
17:44:18.273 -> S-0.00 -1.10 153.84 2.30,,,,
17:44:18.273 -> S-0.00 -1.31 153.84 2.30,,,,
17:44:18.273 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.307 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.307 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.307 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.307 -> S-0.00 -1.31 153.84 2.30,,,,
17:44:18.307 -> S-0.00 -1.21 153.84 2.30,,,,
17:44:18.344 -> S-0.00 -1.10 153.84 2.30,,,,
17:44:18.344 -> S-0.00 -0.99 153.84 2.30,,,,
17:44:18.344 -> S-0.00 -1.10 153.84 2.30,,,,
17:44:18.344 -> S-0.00 -1.31 153.84 2.30,,,,
17:44:18.344 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.344 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:18.378 -> S-0.00 -1.64 153.84 2.30,,,,
17:44:18.378 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.378 -> S-0.00 -1.10 153.84 2.30,,,,
17:44:18.378 -> S-0.00 -0.86 153.84 2.30,,,,
17:44:18.378 -> S-0.00 -0.86 153.84 2.30,,,,
17:44:18.378 -> S-0.00 -1.10 153.84 2.30,,,,
17:44:18.412 -> S-0.00 -1.31 153.84 2.30,,,,
17:44:18.412 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.412 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.412 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.412 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.412 -> S-0.00 -1.21 153.84 2.30,,,,
17:44:18.449 -> S-0.00 -0.99 153.84 2.30,,,,
17:44:18.449 -> S-0.00 -0.99 153.84 2.30,,,,
17:44:18.449 -> S-0.00 -0.99 153.84 2.30,,,,
17:44:18.449 -> S-0.00 -1.10 153.84 2.30,,,,
17:44:18.449 -> S-0.00 -1.40 153.84 2.30,,,,
17:44:18.449 -> S-0.00 -1.48 153.84 2.30,,,,
17:44:18.485 -> S-0.00 -1.56 153.84 2.30,,,,
17:44:18.485 -> S0.03 6.95 153.84 2.30,,,,
17:44:18.485 -> S0.08 10.84 153.84 2.30,,,,
17:44:18.485 -> S0.14 13.94 153.84 2.30,,,,
17:44:18.485 -> S0.15 14.86 153.84 2.30,,,,
17:44:18.485 -> S0.13 13.62 153.84 2.30,,,,
17:44:18.521 -> S0.10 12.09 153.84 2.30,,,,
17:44:18.521 -> S0.08 10.63 153.84 2.30,,,,
17:44:18.521 -> S0.06 9.37 153.84 2.30,,,,
17:44:18.521 -> S0.05 8.78 153.84 2.30,,,,
17:44:18.521 -> S0.06 9.20 153.84 2.30,,,,
17:44:18.521 -> S0.07 10.00 153.84 2.30,,,,
17:44:18.557 -> S0.08 10.94 153.84 2.30,,,,
17:44:18.557 -> S0.09 11.36 153.84 2.30,,,,
17:44:18.557 -> S0.09 11.64 153.84 2.30,,,,
17:44:18.557 -> S0.10 11.68 153.84 2.30,,,,
17:44:18.557 -> S0.09 11.37 153.84 2.30,,,,
17:44:18.557 -> S0.09 11.07 153.84 2.30,,,,
17:44:18.591 -> S0.08 10.87 153.84 2.30,,,,
17:44:18.591 -> S0.08 10.49 153.84 2.30,,,,
17:44:18.591 -> S0.08 10.48 153.84 2.30,,,,
17:44:18.591 -> S0.08 10.69 153.84 2.30,,,,
17:44:18.591 -> S0.08 10.89 153.84 2.30,,,,
17:44:18.624 -> S0.08 10.85 153.84 2.30,,,,
17:44:18.624 -> S0.09 11.09 153.84 2.30,,,,
17:44:18.624 -> S0.09 11.12 153.84 2.30,,,,
17:44:18.624 -> S0.08 11.00 153.84 2.30,,,,
17:44:18.624 -> S0.09 11.25 153.84 2.30,,,,
17:44:18.624 -> S0.09 11.25 153.84 2.30,,,,
17:44:18.658 -> S0.09 11.13 153.84 2.30,,,,
17:44:18.658 -> S0.09 11.27 153.84 2.30,,,,
17:44:18.658 -> S0.09 11.17 153.84 2.30,,,,
17:44:18.658 -> S0.08 10.76 153.84 2.30,,,,
17:44:18.658 -> S0.08 10.59 153.84 2.30,,,,
17:44:18.658 -> S0.08 10.72 153.84 2.30,,,,
17:44:18.693 -> S0.08 10.98 153.84 2.30,,,,
17:44:18.693 -> S0.09 11.15 153.84 2.30,,,,
17:44:18.693 -> S0.09 11.45 153.84 2.30,,,,
17:44:18.693 -> S0.09 11.47 153.84 2.30,,,,
17:44:18.693 -> S0.09 11.22 153.84 2.30,,,,
17:44:18.730 -> S0.08 10.84 153.84 2.30,,,,
17:44:18.730 -> S0.08 10.72 153.84 2.30,,,,
17:44:18.730 -> S0.08 10.64 153.84 2.30,,,,
17:44:18.730 -> S0.08 10.54 153.84 2.30,,,,
17:44:18.730 -> S0.08 11.01 153.84 2.30,,,,
17:44:18.730 -> S0.09 11.25 153.84 2.30,,,,
17:44:18.763 -> S0.09 11.12 153.84 2.30,,,,
17:44:18.763 -> S0.09 11.14 153.84 2.30,,,,
17:44:18.763 -> S0.09 11.21 153.84 2.30,,,,
17:44:18.763 -> S0.08 11.02 153.84 2.30,,,,
17:44:18.763 -> S0.08 10.91 153.84 2.30,,,,
17:44:18.763 -> S0.08 10.81 153.84 2.30,,,,
17:44:18.800 -> S0.08 10.71 153.84 2.30,,,,
17:44:18.800 -> S0.08 10.93 153.84 2.30,,,,
17:44:18.800 -> S0.09 11.10 153.84 2.30,,,,
17:44:18.800 -> S0.09 11.23 153.84 2.30,,,,
17:44:18.800 -> S0.09 11.28 153.84 2.30,,,,
17:44:18.800 -> S0.09 11.21 153.84 2.30,,,,
17:44:18.837 -> S0.08 11.03 153.84 2.30,,,,
17:44:18.837 -> S0.08 10.95 153.84 2.30,,,,
17:44:18.837 -> S0.09 11.13 153.84 2.30,,,,
17:44:18.837 -> S0.09 11.13 153.84 2.30,,,,
17:44:18.837 -> S0.08 11.00 153.84 2.30,,,,
17:44:18.837 -> S0.09 11.07 153.84 2.30,,,,
17:44:18.875 -> S0.09 11.06 153.84 2.30,,,,
17:44:18.875 -> S0.08 10.93 153.84 2.30,,,,
17:44:18.875 -> S0.09 11.12 153.84 2.30,,,,
17:44:18.875 -> S0.08 10.90 153.84 2.30,,,,
17:44:18.875 -> S0.08 10.86 153.84 2.30,,,,
17:44:18.875 -> S0.09 11.25 153.84 2.30,,,,
17:44:18.875 -> S0.09 11.16 153.84 2.30,,,,
17:44:18.913 -> S0.08 11.02 153.84 2.30,,,,
17:44:18.913 -> S0.08 10.83 153.84 2.30,,,,
17:44:18.913 -> S0.08 10.87 153.84 2.30,,,,
17:44:18.913 -> S0.08 11.00 153.84 2.30,,,,
17:44:18.913 -> S0.09 11.22 153.84 2.30,,,,
17:44:18.913 -> S0.09 11.27 153.84 2.30,,,,
17:44:18.948 -> S0.09 11.28 153.84 2.30,,,,
17:44:18.948 -> S0.09 11.16 153.84 2.30,,,,
17:44:18.948 -> S0.08 11.02 153.84 2.30,,,,
17:44:18.948 -> S0.08 11.03 153.84 2.30,,,,
17:44:18.948 -> S0.09 11.27 153.84 2.30,,,,
17:44:18.948 -> S0.09 11.24 153.84 2.30,,,,
17:44:18.981 -> S0.09 11.09 153.84 2.30,,,,
17:44:18.981 -> S0.09 11.09 153.84 2.30,,,,
17:44:18.981 -> S0.08 10.84 153.84 2.30,,,,
17:44:18.981 -> S0.09 11.13 153.84 2.30,,,,
17:44:18.981 -> S0.08 11.03 153.84 2.30,,,,
17:44:18.981 -> S0.08 10.91 153.84 2.30,,,,
17:44:19.018 -> S0.09 11.21 153.84 2.30,,,,
17:44:19.018 -> S0.09 11.12 153.84 2.30,,,,
17:44:19.018 -> S0.08 10.92 153.84 2.30,,,,
17:44:19.018 -> S0.09 11.10 153.84 2.30,,,,
17:44:19.018 -> S0.09 11.09 153.84 2.30,,,,
17:44:19.018 -> S0.08 10.95 153.84 2.30,,,,
17:44:19.056 -> S0.09 11.07 153.84 2.30,,,,
17:44:19.056 -> S0.08 10.95 153.84 2.30,,,,
17:44:19.056 -> S0.08 10.91 153.84 2.30,,,,
17:44:19.056 -> S0.08 10.84 153.84 2.30,,,,
17:44:19.056 -> S0.08 10.95 153.84 2.30,,,,
17:44:19.056 -> S0.08 10.95 153.84 2.30,,,,
17:44:19.089 -> S0.08 10.83 153.84 2.30,,,,
17:44:19.089 -> S0.08 10.93 153.84 2.30,,,,
17:44:19.089 -> S0.08 10.98 153.84 2.30,,,,
17:44:19.089 -> S0.09 11.15 153.84 2.30,,,,
17:44:19.089 -> S0.09 11.36 153.84 2.30,,,,
17:44:19.089 -> S0.09 11.16 153.84 2.30,,,,
17:44:19.122 -> S0.08 10.91 153.84 2.30,,,,
17:44:19.122 -> S0.08 11.01 153.84 2.30,,,,
17:44:19.122 -> S0.09 11.18 153.84 2.30,,,,
17:44:19.122 -> S0.09 11.10 153.84 2.30,,,,
17:44:19.122 -> S0.08 11.01 153.84 2.30,,,,
17:44:19.156 -> S0.08 10.91 153.84 2.30,,,,
17:44:19.156 -> S0.08 11.04 153.84 2.30,,,,
17:44:19.156 -> S0.08 10.89 153.84 2.30,,,,
17:44:19.156 -> S0.08 10.82 153.84 2.30,,,,
17:44:19.156 -> S0.08 10.93 153.84 2.30,,,,
17:44:19.192 -> S0.09 11.10 153.84 2.30,,,,
17:44:19.192 -> S0.08 10.98 153.84 2.30,,,,
17:44:19.192 -> S0.09 11.21 153.84 2.30,,,,
17:44:19.192 -> S0.08 10.98 153.84 2.30,,,,
17:44:19.192 -> S0.08 10.83 153.84 2.30,,,,
17:44:19.192 -> S0.08 10.94 153.84 2.30,,,,
17:44:19.192 -> S0.09 11.23 153.84 2.30,,,,
17:44:19.226 -> S0.08 10.89 153.84 2.30,,,,
17:44:19.226 -> S0.08 10.71 153.84 2.30,,,,
17:44:19.226 -> S0.08 10.89 153.84 2.30,,,,
17:44:19.226 -> S0.09 11.13 153.84 2.30,,,,
17:44:19.226 -> S0.09 11.06 153.84 2.30,,,,
17:44:19.262 -> S0.09 11.14 153.84 2.30,,,,
17:44:19.262 -> S0.09 11.17 153.84 2.30,,,,
17:44:19.262 -> S0.09 11.07 153.84 2.30,,,,
17:44:19.262 -> S0.08 10.95 153.84 2.30,,,,
17:44:19.262 -> S0.08 11.04 153.84 2.30,,,,
17:44:19.262 -> S0.08 10.93 153.84 2.30,,,,
17:44:19.297 -> S0.09 11.09 153.84 2.30,,,,
17:44:19.297 -> S0.08 10.95 153.84 2.30,,,,
17:44:19.297 -> S0.09 11.09 153.84 2.30,,,,
17:44:19.297 -> S0.09 11.10 153.84 2.30,,,,
17:44:19.297 -> S0.08 10.96 153.84 2.30,,,,
17:44:19.297 -> S0.08 10.90 153.84 2.30,,,,
17:44:19.335 -> S0.08 11.04 153.84 2.30,,,,
17:44:19.335 -> S0.09 11.22 153.84 2.30,,,,
17:44:19.335 -> S0.08 11.01 153.84 2.30,,,,
17:44:19.335 -> S0.08 10.82 153.84 2.30,,,,
17:44:19.335 -> S0.09 11.10 153.84 2.30,,,,
17:44:19.335 -> S0.09 11.20 153.84 2.30,,,,
17:44:19.335 -> S0.08 11.00 153.84 2.30,,,,
17:44:19.371 -> S0.08 10.96 153.84 2.30,,,,
17:44:19.371 -> S0.09 11.05 153.84 2.30,,,,
17:44:19.371 -> S0.09 11.06 153.84 2.30,,,,
17:44:19.371 -> S0.09 11.17 153.84 2.30,,,,
17:44:19.371 -> S0.08 10.90 153.84 2.30,,,,
17:44:19.371 -> S0.08 11.04 153.84 2.30,,,,
17:44:19.409 -> S0.09 11.26 153.84 2.30,,,,
17:44:19.409 -> S0.09 11.05 153.84 2.30,,,,
17:44:19.409 -> S0.09 11.07 153.84 2.30,,,,
17:44:19.409 -> S0.09 11.28 153.84 2.30,,,,
17:44:19.409 -> S0.09 11.27 153.84 2.30,,,,
17:44:19.409 -> S0.09 11.24 153.84 2.30,,,,
17:44:19.446 -> S0.09 11.06 153.84 2.30,,,,
17:44:19.446 -> S0.09 11.13 153.84 2.30,,,,
17:44:19.446 -> S0.08 11.02 153.84 2.30,,,,
17:44:19.446 -> S0.08 10.80 153.84 2.30,,,,
17:44:19.446 -> S0.08 10.91 153.84 2.30,,,,
17:44:19.446 -> S0.08 11.02 153.84 2.30,,,,
17:44:19.480 -> S0.08 11.03 153.84 2.30,,,,
17:44:19.480 -> S0.06 9.56 153.84 2.30,,,,
17:44:19.480 -> S-0.01 -3.63 153.39 2.30,,,,
17:44:19.480 -> S-0.06 -9.00 153.39 2.30,,,,
