,Min1,Max1,Min2,Max2
17:45:13.023 -> S-0.01 -2.70 153.84 2.30,,,,
17:45:13.023 -> S-0.01 -2.70 153.84 2.30,,,,
17:45:13.057 -> S-0.01 -2.75 153.84 2.30,,,,
17:45:13.057 -> S-0.01 -2.70 153.84 2.30,,,,
17:45:13.057 -> S-0.00 -2.66 153.84 2.30,,,,
17:45:13.057 -> S-0.00 -2.61 153.84 2.30,,,,
17:45:13.057 -> S-0.00 -2.61 153.84 2.30,,,,
17:45:13.057 -> S-0.00 -2.66 153.84 2.30,,,,
17:45:13.094 -> S-0.00 -2.61 153.84 2.30,,,,
17:45:13.094 -> S-0.00 -2.57 153.84 2.30,,,,
17:45:13.094 -> S-0.00 -2.57 153.84 2.30,,,,
17:45:13.094 -> S-0.00 -2.57 153.84 2.30,,,,
17:45:13.094 -> S-0.00 -2.57 153.84 2.30,,,,
17:45:13.094 -> S-0.00 -2.57 153.84 2.30,,,,
17:45:13.131 -> S-0.00 -2.52 153.84 2.30,,,,
17:45:13.131 -> S-0.00 -2.52 153.84 2.30,,,,
17:45:13.131 -> S-0.00 -2.47 153.84 2.30,,,,
17:45:13.131 -> S-0.00 -2.42 153.84 2.30,,,,
17:45:13.131 -> S-0.00 -2.42 153.84 2.30,,,,
17:45:13.131 -> S-0.00 -2.52 153.84 2.30,,,,
17:45:13.131 -> S-0.00 -2.52 153.84 2.30,,,,
17:45:13.165 -> S-0.00 -2.57 153.84 2.30,,,,
17:45:13.165 -> S-0.00 -2.47 153.84 2.30,,,,
17:45:13.165 -> S-0.00 -2.37 153.84 2.30,,,,
17:45:13.165 -> S-0.00 -2.32 153.84 2.30,,,,
17:45:13.165 -> S-0.00 -2.32 153.84 2.30,,,,
17:45:13.204 -> S-0.00 -2.37 153.84 2.30,,,,
17:45:13.204 -> S-0.00 -2.42 153.84 2.30,,,,
17:45:13.204 -> S-0.00 -2.42 153.84 2.30,,,,
17:45:13.204 -> S-0.00 -2.42 153.84 2.30,,,,
17:45:13.204 -> S-0.00 -2.37 153.84 2.30,,,,
17:45:13.204 -> S-0.00 -2.32 153.84 2.30,,,,
17:45:13.240 -> S-0.00 -2.32 153.84 2.30,,,,
17:45:13.240 -> S-0.00 -2.32 153.84 2.30,,,,
17:45:13.240 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.240 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.240 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.240 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.277 -> S-0.00 -2.32 153.84 2.30,,,,
17:45:13.277 -> S-0.00 -2.32 153.84 2.30,,,,
17:45:13.277 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.277 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.277 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.277 -> S-0.00 -2.21 153.84 2.30,,,,
17:45:13.311 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.311 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.311 -> S-0.00 -2.21 153.84 2.30,,,,
17:45:13.311 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.311 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.311 -> S-0.00 -2.26 153.84 2.30,,,,
17:45:13.311 -> S-0.00 -2.21 153.84 2.30,,,,
17:45:13.349 -> S-0.00 -2.21 153.84 2.30,,,,
17:45:13.349 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.349 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.349 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.349 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.349 -> S-0.00 -2.21 153.84 2.30,,,,
17:45:13.385 -> S-0.00 -2.21 153.84 2.30,,,,
17:45:13.385 -> S-0.00 -2.21 153.84 2.30,,,,
17:45:13.385 -> S-0.00 -2.21 153.84 2.30,,,,
17:45:13.385 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.385 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.422 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.422 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.422 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.422 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.422 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.422 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.422 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.458 -> S-0.00 -2.15 153.84 2.30,,,,
17:45:13.458 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.458 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.458 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.458 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.493 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.493 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.493 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.493 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.493 -> S-0.00 -2.10 153.84 2.30,,,,
17:45:13.493 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.493 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.528 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.528 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.528 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.528 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.528 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.528 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.563 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.563 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.563 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.563 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.563 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.597 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.597 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.597 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.597 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.597 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.597 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.633 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.633 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.633 -> S-0.00 -2.04 153.84 2.30,,,,
17:45:13.633 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.633 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.633 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.667 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.667 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.667 -> S-0.00 -1.85 153.84 2.30,,,,
17:45:13.667 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.667 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.703 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.703 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.703 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.703 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.703 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.703 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.741 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.741 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.741 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.741 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.741 -> S-0.00 -1.98 153.84 2.30,,,,
17:45:13.741 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.741 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.778 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.778 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.778 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.778 -> S-0.00 -1.85 153.84 2.30,,,,
17:45:13.778 -> S-0.00 -1.91 153.84 2.30,,,,
17:45:13.778 -> S-0.00 -1.85 153.84 2.30,,,,
17:45:13.815 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.815 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.815 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.815 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.815 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.815 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.815 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.852 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.852 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.852 -> S-0.00 -1.85 153.84 2.30,,,,
17:45:13.852 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.852 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.852 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.889 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:13.889 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.889 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.889 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.889 -> S-0.00 -1.78 153.84 2.30,,,,
17:45:13.889 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.923 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.923 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.923 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:13.923 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.923 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.958 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.958 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.958 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.958 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.958 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.958 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.994 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:13.994 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:13.994 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:13.994 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:13.994 -> S-0.00 -1.71 153.84 2.30,,,,
17:45:13.994 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:14.031 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:14.031 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:14.031 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.031 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.031 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.031 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.066 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.066 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.066 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:14.066 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:14.066 -> S-0.00 -1.64 153.84 2.30,,,,
17:45:14.066 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.100 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.100 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.100 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.100 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.100 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.100 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.136 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.136 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.136 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.136 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.136 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.136 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.170 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.170 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.170 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.170 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.170 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.205 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.205 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.205 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.205 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.205 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.205 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.241 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.241 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.241 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.241 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.241 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.241 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.241 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.274 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.274 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.274 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.274 -> S-0.00 -1.56 153.84 2.30,,,,
17:45:14.313 -> S-0.00 -1.48 153.84 2.30,,,,
17:45:14.313 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.313 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.313 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.313 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.313 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.350 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.350 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.350 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.350 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.350 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.350 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.350 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.384 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.384 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.384 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.384 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.384 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.384 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.421 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.421 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.421 -> S-0.00 -1.21 153.84 2.30,,,,
17:45:14.421 -> S-0.00 -1.21 153.84 2.30,,,,
17:45:14.421 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.421 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.455 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.455 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.455 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.455 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.455 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.455 -> S-0.00 -1.21 153.84 2.30,,,,
17:45:14.493 -> S-0.00 -1.21 153.84 2.30,,,,
17:45:14.493 -> S-0.00 -1.21 153.84 2.30,,,,
17:45:14.493 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.493 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.493 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.493 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.530 -> S-0.00 -1.40 153.84 2.30,,,,
17:45:14.530 -> S-0.00 -1.31 153.84 2.30,,,,
17:45:14.530 -> S-0.00 -1.10 153.84 2.30,,,,
17:45:14.530 -> S-0.00 -0.99 153.84 2.30,,,,
17:45:14.530 -> S0.00 1.21 153.84 2.30,,,,
17:45:14.530 -> S0.06 9.01 153.84 2.30,,,,
17:45:14.568 -> S0.09 11.14 153.84 2.30,,,,
17:45:14.568 -> S0.14 14.41 153.84 2.30,,,,
17:45:14.568 -> S0.15 14.49 153.84 2.30,,,,
17:45:14.568 -> S0.13 13.42 153.84 2.30,,,,
17:45:14.568 -> S0.10 11.72 153.84 2.30,,,,
17:45:14.568 -> S0.07 10.20 153.84 2.30,,,,
17:45:14.605 -> S0.06 8.96 153.84 2.30,,,,
17:45:14.605 -> S0.06 8.93 153.84 2.30,,,,
17:45:14.605 -> S0.06 9.36 153.84 2.30,,,,
17:45:14.605 -> S0.07 9.96 153.84 2.30,,,,
17:45:14.605 -> S0.08 10.76 153.84 2.30,,,,
17:45:14.605 -> S0.09 11.47 153.84 2.30,,,,
17:45:14.605 -> S0.10 11.76 153.84 2.30,,,,
17:45:14.639 -> S0.10 11.80 153.84 2.30,,,,
17:45:14.639 -> S0.09 11.38 153.84 2.30,,,,
17:45:14.639 -> S0.08 10.99 153.84 2.30,,,,
17:45:14.639 -> S0.08 10.63 153.84 2.30,,,,
17:45:14.639 -> S0.07 10.31 153.84 2.30,,,,
17:45:14.639 -> S0.08 10.49 153.84 2.30,,,,
17:45:14.675 -> S0.08 10.85 153.84 2.30,,,,
17:45:14.675 -> S0.08 10.96 153.84 2.30,,,,
17:45:14.675 -> S0.09 11.11 153.84 2.30,,,,
17:45:14.675 -> S0.08 10.90 153.84 2.30,,,,
17:45:14.675 -> S0.09 11.41 153.84 2.30,,,,
17:45:14.712 -> S0.09 11.21 153.84 2.30,,,,
17:45:14.712 -> S0.09 11.22 153.84 2.30,,,,
17:45:14.712 -> S0.09 11.24 153.84 2.30,,,,
17:45:14.712 -> S0.09 11.20 153.84 2.30,,,,
17:45:14.712 -> S0.09 11.07 153.84 2.30,,,,
17:45:14.712 -> S0.08 10.78 153.84 2.30,,,,
17:45:14.712 -> S0.08 10.74 153.84 2.30,,,,
17:45:14.746 -> S0.08 10.98 153.84 2.30,,,,
17:45:14.746 -> S0.09 11.10 153.84 2.30,,,,
17:45:14.746 -> S0.08 11.04 153.84 2.30,,,,
17:45:14.746 -> S0.09 11.07 153.84 2.30,,,,
17:45:14.746 -> S0.09 11.21 153.84 2.30,,,,
17:45:14.746 -> S0.09 11.18 153.84 2.30,,,,
17:45:14.780 -> S0.09 11.23 153.84 2.30,,,,
17:45:14.780 -> S0.08 11.03 153.84 2.30,,,,
17:45:14.780 -> S0.08 11.02 153.84 2.30,,,,
17:45:14.780 -> S0.08 11.03 153.84 2.30,,,,
17:45:14.780 -> S0.08 10.95 153.84 2.30,,,,
17:45:14.814 -> S0.08 10.87 153.84 2.30,,,,
17:45:14.814 -> S0.08 10.95 153.84 2.30,,,,
17:45:14.814 -> S0.09 11.17 153.84 2.30,,,,
17:45:14.814 -> S0.09 11.37 153.84 2.30,,,,
17:45:14.814 -> S0.09 11.36 153.84 2.30,,,,
17:45:14.849 -> S0.08 11.04 153.84 2.30,,,,
17:45:14.849 -> S0.08 10.94 153.84 2.30,,,,
17:45:14.849 -> S0.08 10.96 153.84 2.30,,,,
17:45:14.849 -> S0.08 10.93 153.84 2.30,,,,
17:45:14.849 -> S0.08 10.94 153.84 2.30,,,,
17:45:14.849 -> S0.08 10.99 153.84 2.30,,,,
17:45:14.849 -> S0.09 11.12 153.84 2.30,,,,
17:45:14.885 -> S0.09 11.06 153.84 2.30,,,,
17:45:14.885 -> S0.09 11.13 153.84 2.30,,,,
17:45:14.885 -> S0.09 11.20 153.84 2.30,,,,
17:45:14.885 -> S0.09 11.10 153.84 2.30,,,,
17:45:14.885 -> S0.09 11.35 153.84 2.30,,,,
17:45:14.885 -> S0.09 11.33 153.84 2.30,,,,
17:45:14.922 -> S0.09 11.12 153.84 2.30,,,,
17:45:14.922 -> S0.09 11.06 153.84 2.30,,,,
17:45:14.922 -> S0.09 11.20 153.84 2.30,,,,
17:45:14.922 -> S0.09 11.37 153.84 2.30,,,,
17:45:14.922 -> S0.09 11.21 153.84 2.30,,,,
17:45:14.922 -> S0.09 11.16 153.84 2.30,,,,
17:45:14.956 -> S0.09 11.10 153.84 2.30,,,,
17:45:14.956 -> S0.09 11.05 153.84 2.30,,,,
17:45:14.956 -> S0.08 10.93 153.84 2.30,,,,
17:45:14.956 -> S0.08 10.98 153.84 2.30,,,,
17:45:14.956 -> S0.09 11.15 153.84 2.30,,,,
17:45:14.992 -> S0.09 11.12 153.84 2.30,,,,
17:45:14.992 -> S0.08 10.93 153.84 2.30,,,,
17:45:14.992 -> S0.08 10.91 153.84 2.30,,,,
17:45:14.992 -> S0.08 10.96 153.84 2.30,,,,
17:45:14.992 -> S0.08 10.86 153.84 2.30,,,,
17:45:14.992 -> S0.09 11.09 153.84 2.30,,,,
17:45:15.030 -> S0.08 11.04 153.84 2.30,,,,
17:45:15.030 -> S0.08 11.02 153.84 2.30,,,,
17:45:15.030 -> S0.08 10.96 153.84 2.30,,,,
17:45:15.030 -> S0.08 10.82 153.84 2.30,,,,
17:45:15.030 -> S0.08 10.91 153.84 2.30,,,,
17:45:15.030 -> S0.08 10.87 153.84 2.30,,,,
17:45:15.030 -> S0.08 11.01 153.84 2.30,,,,
17:45:15.064 -> S0.08 10.86 153.84 2.30,,,,
17:45:15.064 -> S0.08 10.74 153.84 2.30,,,,
17:45:15.064 -> S0.08 10.86 153.84 2.30,,,,
17:45:15.064 -> S0.08 10.77 153.84 2.30,,,,
17:45:15.064 -> S0.08 10.75 153.84 2.30,,,,
17:45:15.100 -> S0.08 10.80 153.84 2.30,,,,
17:45:15.100 -> S0.08 10.91 153.84 2.30,,,,
17:45:15.100 -> S0.08 10.98 153.84 2.30,,,,
17:45:15.100 -> S0.09 11.35 153.84 2.30,,,,
17:45:15.100 -> S0.09 11.14 153.84 2.30,,,,
17:45:15.100 -> S0.08 10.89 153.84 2.30,,,,
17:45:15.135 -> S0.08 11.02 153.84 2.30,,,,
17:45:15.135 -> S0.08 11.00 153.84 2.30,,,,
17:45:15.135 -> S0.08 10.84 153.84 2.30,,,,
17:45:15.135 -> S0.08 10.99 153.84 2.30,,,,
17:45:15.135 -> S0.08 10.99 153.84 2.30,,,,
17:45:15.135 -> S0.09 11.05 153.84 2.30,,,,
17:45:15.172 -> S0.08 11.00 153.84 2.30,,,,
17:45:15.172 -> S0.08 11.00 153.84 2.30,,,,
17:45:15.172 -> S0.08 10.85 153.84 2.30,,,,
17:45:15.172 -> S0.09 11.07 153.84 2.30,,,,
17:45:15.172 -> S0.09 11.11 153.84 2.30,,,,
17:45:15.172 -> S0.08 10.87 153.84 2.30,,,,
17:45:15.172 -> S0.08 10.82 153.84 2.30,,,,
17:45:15.208 -> S0.09 11.11 153.84 2.30,,,,
17:45:15.208 -> S0.09 11.30 153.84 2.30,,,,
17:45:15.208 -> S0.08 10.87 153.84 2.30,,,,
17:45:15.208 -> S0.08 10.89 153.84 2.30,,,,
17:45:15.208 -> S0.09 11.18 153.84 2.30,,,,
17:45:15.208 -> S0.09 11.10 153.84 2.30,,,,
17:45:15.244 -> S0.09 11.29 153.84 2.30,,,,
17:45:15.244 -> S0.09 11.18 153.84 2.30,,,,
17:45:15.244 -> S0.09 11.14 153.84 2.30,,,,
17:45:15.244 -> S0.08 10.95 153.84 2.30,,,,
17:45:15.244 -> S0.09 11.15 153.84 2.30,,,,
17:45:15.277 -> S0.09 11.18 153.84 2.30,,,,
17:45:15.277 -> S0.09 11.05 153.84 2.30,,,,
17:45:15.277 -> S0.08 10.98 153.84 2.30,,,,
17:45:15.277 -> S0.08 10.93 153.84 2.30,,,,
17:45:15.277 -> S0.08 10.96 153.84 2.30,,,,
17:45:15.277 -> S0.08 10.99 153.84 2.30,,,,
17:45:15.311 -> S0.08 10.96 153.84 2.30,,,,
17:45:15.311 -> S0.08 10.96 153.84 2.30,,,,
17:45:15.311 -> S0.09 11.07 153.84 2.30,,,,
17:45:15.311 -> S0.08 10.89 153.84 2.30,,,,
17:45:15.311 -> S0.08 11.01 153.84 2.30,,,,
17:45:15.311 -> S0.09 11.10 153.84 2.30,,,,
17:45:15.345 -> S0.09 11.26 153.84 2.30,,,,
17:45:15.345 -> S0.09 11.18 153.84 2.30,,,,
17:45:15.345 -> S0.08 11.03 153.84 2.30,,,,
17:45:15.345 -> S0.08 10.94 153.84 2.30,,,,
17:45:15.345 -> S0.08 10.87 153.84 2.30,,,,
17:45:15.383 -> S0.08 10.83 153.84 2.30,,,,
17:45:15.383 -> S0.09 11.10 153.84 2.30,,,,
17:45:15.383 -> S0.09 11.05 153.84 2.30,,,,
17:45:15.383 -> S0.09 11.10 153.84 2.30,,,,
17:45:15.383 -> S0.08 10.93 153.84 2.30,,,,
17:45:15.383 -> S0.08 10.82 153.84 2.30,,,,
17:45:15.421 -> S0.08 10.93 153.84 2.30,,,,
17:45:15.421 -> S0.08 10.94 153.84 2.30,,,,
17:45:15.421 -> S0.08 10.80 153.84 2.30,,,,
17:45:15.421 -> S0.08 10.92 153.84 2.30,,,,
17:45:15.421 -> S0.08 11.03 153.84 2.30,,,,
17:45:15.421 -> S0.09 11.06 153.84 2.30,,,,
17:45:15.456 -> S0.08 10.89 153.84 2.30,,,,
17:45:15.456 -> S0.09 11.09 153.84 2.30,,,,
17:45:15.456 -> S0.08 11.04 153.84 2.30,,,,
17:45:15.456 -> S0.09 11.27 153.84 2.30,,,,
17:45:15.456 -> S0.09 11.07 153.84 2.30,,,,
17:45:15.456 -> S0.08 10.86 153.84 2.30,,,,
17:45:15.456 -> S0.08 10.92 153.84 2.30,,,,
17:45:15.490 -> S0.08 10.94 153.84 2.30,,,,
17:45:15.490 -> S0.08 11.02 153.84 2.30,,,,
17:45:15.490 -> S0.09 11.23 153.84 2.30,,,,
17:45:15.490 -> S0.09 11.13 153.84 2.30,,,,
17:45:15.490 -> S0.09 11.14 153.84 2.30,,,,
17:45:15.524 -> S0.09 11.13 153.84 2.30,,,,
17:45:15.524 -> S0.09 11.14 153.84 2.30,,,,
17:45:15.524 -> S0.08 11.01 153.84 2.30,,,,
17:45:15.524 -> S0.08 11.00 153.84 2.30,,,,
17:45:15.524 -> S0.08 10.99 153.84 2.30,,,,
17:45:15.524 -> S0.05 8.37 153.84 2.30,,,,
17:45:15.558 -> S-0.02 -4.71 153.36 2.30,,,,
17:45:15.558 -> S-0.07 -10.10 153.36 2.30,,,,
17:45:15.558 -> S-0.10 -11.85 153.36 2.30,,,,
17:45:15.558 -> S-0.10 -11.98 153.36 2.30,,,,
17:45:15.558 -> S-0.09 -11.44 153.36 2.30,,,,
17:45:15.558 -> S-0.09 -11.41 153.36 2.30,,,,
17:45:15.591 -> S-0.08 -10.90 153.36 2.30,,,,
17:45:15.591 -> S-0.08 -10.76 153.36 2.30,,,,
17:45:15.591 -> S-0.08 -11.00 153.36 2.30,,,,
17:45:15.591 -> S-0.09 -11.35 153.36 2.30,,,,
17:45:15.591 -> S-0.09 -11.29 153.36 2.30,,,,
17:45:15.625 -> S-0.09 -11.57 153.36 2.30,,,,
17:45:15.625 -> S-0.11 -12.51 153.36 2.30,,,,
17:45:15.625 -> S-0.12 -13.02 153.36 2.30,,,,
